Event	ID	Name			Wwise Object Path	Notes
	348270556	R_Index			\Default Work Unit\CaveScene\R_Index	
	1924347634	L_Index			\Default Work Unit\CaveScene\L_Index	

Switch Group	ID	Name			Wwise Object Path	Notes
	348270556	R_Index			\Default Work Unit\R_Index	
	1924347634	L_Index			\Default Work Unit\L_Index	

Switch	ID	Name	Switch Group			Notes
	1160234136	Normal	R_Index			
	3444057113	Crystal	R_Index			
	1160234136	Normal	L_Index			
	3257506471	Impact	L_Index			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	356423984	G4_long	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Cloud_Shimmer\long\G4_long_133AEA1B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\long\G4_long		3072144
	373765945	F1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\F1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\F1		632144
	399420050	snare_boom	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\snare_boom_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Impact\snare_boom		2640144
	488861810	C2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\C2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\C2		691344
	550718376	C5_long	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Cloud_Shimmer\long\C5_long_EE6C52C1.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\long\C5_long		3072144
	609390564	G4	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\short_louder\G4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\short_louder\G4		1182144
	642031474	E4_long	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Cloud_Shimmer\long\E4_long_D035F440.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\long\E4_long		3072144
	695004939	A1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\A1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\A1		516144
	733559474	C6	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\short_louder\C6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\short_louder\C6		1182144
	895314573	D5	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\short_louder\D5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\short_louder\D5		1182144
	915696372	D5_long	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Cloud_Shimmer\long\D5_long_A732E0FD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\long\D5_long		3072144
	919845631	B1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\B1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\B1		600144
	973162985	D1	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\D1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\D1		696144
	1012693063	dramatic_boom_2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\dramatic_boom_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Impact\dramatic_boom_2		3072144
	1028908904	E2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\Unfriendly\E2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Unfriendly\E2		696144
	1055376261	A5	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\short_louder\A5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Cloud_Shimmer\short_louder\A5		1182144
	1067247476	short_boom_2	Y:\Documents\Sound of Light New Repo\SoundOfLight\SoundOfLight_N2.1.5_wwise2019\Normcore VR - Oculus Hand Tracking_WwiseProject\.cache\Android\SFX\short_boom_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave Scene\Low_Sound\Impact\short_boom_2		524432

